id,name,fullname,density,type,resourceType,apiGravity,sulfurContent,closestAncestorGrade,closestAncestorCommodity,closestAncestorGroup,closestAncestorFamily,energyDensity,densityUnit,expansionRatio,ancestors
1482,ex LPG,Ex LPG,557.0,family,product,,,,,,"{'id': 1482, 'fullName': 'Ex LPG', 'name': 'ex LPG', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1482, 'fullName': 'Ex LPG', 'name': 'ex LPG', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1484,F-76 Military Diesel,F-76 Military Diesel,843.0,grade,product,,,"{'id': 1484, 'fullName': 'F-76 Military Diesel', 'name': 'F-76 Military Diesel', 'type': 'grade', 'resourceType': 'product'}","{'id': 1394, 'fullName': 'Diesel', 'name': 'Diesel', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1530, 'fullName': 'Gasoil/Diesel', 'name': 'Gasoil/Diesel', 'type': 'group', 'resourceType': 'product'}","{'id': 1846, 'fullName': 'Middle Distillates', 'name': 'Middle Distillates', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1484, 'fullName': 'F-76 Military Diesel', 'name': 'F-76 Military Diesel', 'type': 'grade', 'resourceType': 'product'}, {'id': 1394, 'fullName': 'Diesel', 'name': 'Diesel', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1530, 'fullName': 'Gasoil/Diesel', 'name': 'Gasoil/Diesel', 'type': 'group', 'resourceType': 'product'}, {'id': 1846, 'fullName': 'Middle Distillates', 'name': 'Middle Distillates', 'type': 'family', 'resourceType': 'product'}, {'id': 1328, 'fullName': 'Clean petroleum products', 'name': 'Clean Products', 'type': 'family', 'resourceType': 'product'}, {'id': 1362, 'fullName': 'CPP', 'name': 'Clean', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1486,CBFS,Carbon Black Feedstock,951.0,commodity,product,,,,"{'id': 1486, 'fullName': 'Carbon Black Feedstock', 'name': 'CBFS', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1916, 'fullName': 'Fuel Oils', 'name': 'Fuel Oils', 'type': 'group', 'resourceType': 'product'}","{'id': 1400, 'fullName': 'Dirty Petroleum Products', 'name': 'DPP', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1486, 'fullName': 'Carbon Black Feedstock', 'name': 'CBFS', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1916, 'fullName': 'Fuel Oils', 'name': 'Fuel Oils', 'type': 'group', 'resourceType': 'product'}, {'id': 1400, 'fullName': 'Dirty Petroleum Products', 'name': 'DPP', 'type': 'family', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1488,Ferrous Metals,Ferrous Metals,833.0,commodity,product,,,,"{'id': 1488, 'fullName': 'Ferrous Metals', 'name': 'Ferrous Metals', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1842, 'fullName': 'Metals', 'name': 'Metals', 'type': 'group', 'resourceType': 'product'}","{'id': 1854, 'fullName': 'Minor Bulks', 'name': 'Minor Bulks', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1488, 'fullName': 'Ferrous Metals', 'name': 'Ferrous Metals', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1842, 'fullName': 'Metals', 'name': 'Metals', 'type': 'group', 'resourceType': 'product'}, {'id': 1854, 'fullName': 'Minor Bulks', 'name': 'Minor Bulks', 'type': 'family', 'resourceType': 'product'}, {'id': 1414, 'fullName': 'Dry Bulk', 'name': 'Dry Bulk', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1490,Fertilizer,Fertilizer,1088.0,group,product,,,,,"{'id': 1490, 'fullName': 'Fertilizer', 'name': 'Fertilizer', 'type': 'group', 'resourceType': 'product'}","{'id': 1854, 'fullName': 'Minor Bulks', 'name': 'Minor Bulks', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1490, 'fullName': 'Fertilizer', 'name': 'Fertilizer', 'type': 'group', 'resourceType': 'product'}, {'id': 1854, 'fullName': 'Minor Bulks', 'name': 'Minor Bulks', 'type': 'family', 'resourceType': 'product'}, {'id': 1414, 'fullName': 'Dry Bulk', 'name': 'Dry Bulk', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1492,Flotta,flotta,846.0,grade,product,35.7,1.1,"{'id': 1492, 'fullName': 'flotta', 'name': 'Flotta', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1492, 'fullName': 'flotta', 'name': 'Flotta', 'type': 'grade', 'resourceType': 'product'}, {'id': 2880, 'fullName': 'UK Crude', 'name': 'UK Crude', 'type': 'grade', 'resourceType': 'product'}, {'id': 1932, 'fullName': 'North Sea', 'name': 'North Sea', 'type': 'grade', 'resourceType': 'product'}, {'id': 1930, 'fullName': 'Northern Europe', 'name': 'N. Europe', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1494,Foinhaven,foinhaven,897.0,grade,product,26.3,0.38,"{'id': 1494, 'fullName': 'foinhaven', 'name': 'Foinhaven', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1494, 'fullName': 'foinhaven', 'name': 'Foinhaven', 'type': 'grade', 'resourceType': 'product'}, {'id': 2880, 'fullName': 'UK Crude', 'name': 'UK Crude', 'type': 'grade', 'resourceType': 'product'}, {'id': 1932, 'fullName': 'North Sea', 'name': 'North Sea', 'type': 'grade', 'resourceType': 'product'}, {'id': 1930, 'fullName': 'Northern Europe', 'name': 'N. Europe', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1496,Forcados,forcados blend,856.019,grade,product,33.8,0.23,"{'id': 1496, 'fullName': 'forcados blend', 'name': 'Forcados', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1496, 'fullName': 'forcados blend', 'name': 'Forcados', 'type': 'grade', 'resourceType': 'product'}, {'id': 2887, 'fullName': 'Nigeria Crude', 'name': 'Nigeria Crude', 'type': 'grade', 'resourceType': 'product'}, {'id': 2388, 'fullName': 'Western Africa', 'name': 'WAF', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1498,Forest Products,Forest Products,833.0,group,product,,,,,"{'id': 1498, 'fullName': 'Forest Products', 'name': 'Forest Products', 'type': 'group', 'resourceType': 'product'}","{'id': 1854, 'fullName': 'Minor Bulks', 'name': 'Minor Bulks', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1498, 'fullName': 'Forest Products', 'name': 'Forest Products', 'type': 'group', 'resourceType': 'product'}, {'id': 1854, 'fullName': 'Minor Bulks', 'name': 'Minor Bulks', 'type': 'family', 'resourceType': 'product'}, {'id': 1414, 'fullName': 'Dry Bulk', 'name': 'Dry Bulk', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1500,Forozan,Forozan blend,867.0,grade,product,31.7,2.13,"{'id': 1500, 'fullName': 'Forozan blend', 'name': 'Forozan', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1500, 'fullName': 'Forozan blend', 'name': 'Forozan', 'type': 'grade', 'resourceType': 'product'}, {'id': 2625, 'fullName': 'Iran', 'name': 'Iran', 'type': 'grade', 'resourceType': 'product'}, {'id': 1848, 'fullName': 'Middle East', 'name': 'ME', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1502,Forties,Forties blend,838.0,grade,product,37.3,0.54,"{'id': 1502, 'fullName': 'Forties blend', 'name': 'Forties', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1502, 'fullName': 'Forties blend', 'name': 'Forties', 'type': 'grade', 'resourceType': 'product'}, {'id': 2880, 'fullName': 'UK Crude', 'name': 'UK Crude', 'type': 'grade', 'resourceType': 'product'}, {'id': 1932, 'fullName': 'North Sea', 'name': 'North Sea', 'type': 'grade', 'resourceType': 'product'}, {'id': 1930, 'fullName': 'Northern Europe', 'name': 'N. Europe', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1504,Frade,frade,932.0,grade,product,20.3,0.64,"{'id': 1504, 'fullName': 'frade', 'name': 'Frade', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1504, 'fullName': 'frade', 'name': 'Frade', 'type': 'grade', 'resourceType': 'product'}, {'id': 2863, 'fullName': 'Brazil Crude', 'name': 'Brazil Crude', 'type': 'grade', 'resourceType': 'product'}, {'id': 2200, 'fullName': 'South America', 'name': 'S. Amer', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1652,Jet JP8,Jet JP8,798.0,grade,product,,,"{'id': 1652, 'fullName': 'Jet JP8', 'name': 'Jet JP8', 'type': 'grade', 'resourceType': 'product'}","{'id': 1644, 'fullName': 'Jet', 'name': 'Jet', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1672, 'fullName': 'Kerosene/Jet', 'name': 'Kero/Jet', 'type': 'group', 'resourceType': 'product'}","{'id': 1846, 'fullName': 'Middle Distillates', 'name': 'Middle Distillates', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1652, 'fullName': 'Jet JP8', 'name': 'Jet JP8', 'type': 'grade', 'resourceType': 'product'}, {'id': 1644, 'fullName': 'Jet', 'name': 'Jet', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1672, 'fullName': 'Kerosene/Jet', 'name': 'Kero/Jet', 'type': 'group', 'resourceType': 'product'}, {'id': 1846, 'fullName': 'Middle Distillates', 'name': 'Middle Distillates', 'type': 'family', 'resourceType': 'product'}, {'id': 1328, 'fullName': 'Clean petroleum products', 'name': 'Clean Products', 'type': 'family', 'resourceType': 'product'}, {'id': 1362, 'fullName': 'CPP', 'name': 'Clean', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1654,Jotun Bl.,Jotun Blend,819.814,grade,product,41.1,0.18,"{'id': 1654, 'fullName': 'Jotun Blend', 'name': 'Jotun Bl.', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1654, 'fullName': 'Jotun Blend', 'name': 'Jotun Bl.', 'type': 'grade', 'resourceType': 'product'}, {'id': 2881, 'fullName': 'Norway Crude', 'name': 'Norway Crude', 'type': 'grade', 'resourceType': 'product'}, {'id': 1932, 'fullName': 'North Sea', 'name': 'North Sea', 'type': 'grade', 'resourceType': 'product'}, {'id': 1930, 'fullName': 'Northern Europe', 'name': 'N. Europe', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1656,Jubarte,jubarte,953.0,grade,product,17.0,0.57,"{'id': 1656, 'fullName': 'jubarte', 'name': 'Jubarte', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1656, 'fullName': 'jubarte', 'name': 'Jubarte', 'type': 'grade', 'resourceType': 'product'}, {'id': 2863, 'fullName': 'Brazil Crude', 'name': 'Brazil Crude', 'type': 'grade', 'resourceType': 'product'}, {'id': 2200, 'fullName': 'South America', 'name': 'S. Amer', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1658,Jubilee,jubilee,835.0,grade,product,38.0,0.3,"{'id': 1658, 'fullName': 'jubilee', 'name': 'Jubilee', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1658, 'fullName': 'jubilee', 'name': 'Jubilee', 'type': 'grade', 'resourceType': 'product'}, {'id': 2388, 'fullName': 'Western Africa', 'name': 'WAF', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1660,Kaji,kaji semoga,837.773,grade,product,37.4,0.07,"{'id': 1660, 'fullName': 'kaji semoga', 'name': 'Kaji', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1660, 'fullName': 'kaji semoga', 'name': 'Kaji', 'type': 'grade', 'resourceType': 'product'}, {'id': 2870, 'fullName': 'Indonesia Crude', 'name': 'Indonesia Crude', 'type': 'grade', 'resourceType': 'product'}, {'id': 1126, 'fullName': 'Asia-Pacific', 'name': 'APAC', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1662,Kakap,kakap,794.0,grade,product,46.6,0.05,"{'id': 1662, 'fullName': 'kakap', 'name': 'Kakap', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1662, 'fullName': 'kakap', 'name': 'Kakap', 'type': 'grade', 'resourceType': 'product'}, {'id': 2870, 'fullName': 'Indonesia Crude', 'name': 'Indonesia Crude', 'type': 'grade', 'resourceType': 'product'}, {'id': 1126, 'fullName': 'Asia-Pacific', 'name': 'APAC', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1664,Kaliningrad,Kaliningrad,832.0,grade,product,38.5,0.2,"{'id': 1664, 'fullName': 'Kaliningrad', 'name': 'Kaliningrad', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1664, 'fullName': 'Kaliningrad', 'name': 'Kaliningrad', 'type': 'grade', 'resourceType': 'product'}, {'id': 2875, 'fullName': 'Western Russia Crude', 'name': 'Western Russia Crude', 'type': 'grade', 'resourceType': 'product'}, {'id': 1930, 'fullName': 'Northern Europe', 'name': 'N. Europe', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1666,Gindungo,Gindungo,863.85,grade,product,32.3,0.56,"{'id': 1666, 'fullName': 'Gindungo', 'name': 'Gindungo', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1666, 'fullName': 'Gindungo', 'name': 'Gindungo', 'type': 'grade', 'resourceType': 'product'}, {'id': 2882, 'fullName': 'Angola Crude', 'name': 'Angola Crude', 'type': 'grade', 'resourceType': 'product'}, {'id': 2388, 'fullName': 'Western Africa', 'name': 'WAF', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
