port_unlocode,move_type,ship_mmsi,ship_imo,date_utc,move_typ,terminal_id,berth_id
RUULU,DEPARTURE,538002779,9323405,2022-02-25T06:06:00Z,departure,NA,NA
RUPRI,DEPARTURE,538005402,9688386,2022-02-25T06:04:00Z,departure,NA,NA
RUTUA,DEPARTURE,566351000,9431317,2022-02-25T05:58:00Z,departure,NA,NA
RUVYS,DEPARTURE,538005166,9351634,2022-02-25T05:30:00Z,departure,NA,NA
RUVYS,DEPARTURE,636014355,9511533,2022-02-25T04:43:00Z,departure,NA,NA
RUNVS,DEPARTURE,354073000,9294123,2022-02-25T01:30:00Z,departure,NA,NA
RUSAB,DEPARTURE,212654000,9768368,2022-03-15T18:53:00Z,departure,NA,NA
RUPGN,DEPARTURE,209856000,9338929,2022-03-15T10:59:00Z,departure,NA,NA
RUSAB,DEPARTURE,212611000,9737187,2022-03-14T00:05:00Z,departure,NA,NA
RUPGN,DEPARTURE,209407000,9332054,2022-03-13T09:44:00Z,departure,NA,NA
RUSAB,DEPARTURE,311000548,9750696,2022-03-12T21:40:00Z,departure,NA,NA
RUVYS,DEPARTURE,244168000,9378280,2022-03-11T15:25:00Z,departure,NA,NA
RUPGN,DEPARTURE,309065000,9277620,2022-03-11T12:11:00Z,departure,NA,NA
RUSAB,DEPARTURE,209351000,9768526,2022-03-10T09:48:00Z,departure,NA,NA
RUVYS,DEPARTURE,244090097,9783124,2022-03-10T05:18:00Z,departure,NA,NA
RUPGN,DEPARTURE,352906000,9373008,2022-03-09T15:57:00Z,departure,NA,NA
RUSAB,DEPARTURE,311000631,9750725,2022-03-09T05:19:00Z,departure,NA,NA
RUSAB,DEPARTURE,477150100,9750701,2022-03-08T15:22:00Z,departure,NA,NA
RUPGN,DEPARTURE,538003001,9317999,2022-03-08T00:48:00Z,departure,NA,NA
RUSAB,DEPARTURE,311000633,9750749,2022-03-07T20:19:00Z,departure,NA,NA
RUSAB,DEPARTURE,212770000,9768382,2022-03-06T17:37:00Z,departure,NA,NA
RUVYS,DEPARTURE,636018930,9378292,2022-03-06T16:27:00Z,departure,NA,NA
RUPGN,DEPARTURE,309739000,9376294,2022-03-06T14:17:00Z,departure,NA,NA
RUSAB,DEPARTURE,311000634,9750672,2022-03-04T22:12:00Z,departure,NA,NA
RUPGN,DEPARTURE,432634000,9355264,2022-03-04T12:07:00Z,departure,NA,NA
RUSAB,DEPARTURE,311000632,9750737,2022-03-03T19:16:00Z,departure,NA,NA
RUVYS,DEPARTURE,244090097,9783124,2022-03-03T02:32:00Z,departure,NA,NA
RUSAB,DEPARTURE,311000632,9750737,2022-03-02T18:54:00Z,departure,NA,NA
RUPGN,DEPARTURE,209856000,9338929,2022-03-02T09:22:00Z,departure,NA,NA
RUVYS,DEPARTURE,246878000,9617698,2022-03-01T23:04:00Z,departure,NA,NA
RUSAB,DEPARTURE,311000627,9750713,2022-03-01T04:22:00Z,departure,NA,NA
RUVYS,DEPARTURE,244168000,9378280,2022-02-28T14:07:00Z,departure,NA,NA
RUPGN,DEPARTURE,352906000,9373008,2022-02-28T13:12:00Z,departure,NA,NA
RUSAB,DEPARTURE,209356000,9768394,2022-02-28T12:18:00Z,departure,NA,NA
RUSAB,DEPARTURE,212660000,9768370,2022-02-27T20:23:00Z,departure,NA,NA
RUPGN,DEPARTURE,212883000,9338955,2022-02-26T23:55:00Z,departure,NA,NA
RUSAB,DEPARTURE,212611000,9737187,2022-02-26T02:39:00Z,departure,NA,NA
RUSAB,DEPARTURE,212654000,9768368,2022-02-25T10:23:00Z,departure,NA,NA
RUAZO,DEPARTURE,273350660,9640554,2022-02-09T23:50:00Z,departure,NA,NA
RUPRI,DEPARTURE,257031550,9817470,2022-02-09T23:41:00Z,departure,NA,NA
RUNVS,DEPARTURE,273371330,9418509,2022-02-09T23:19:00Z,departure,NA,NA
RUMMK,DEPARTURE,273430430,9167930,2022-02-09T23:11:00Z,departure,NA,NA
RUNVS,DEPARTURE,238020000,9796731,2022-02-09T22:50:00Z,departure,NA,NA
RUNVS,DEPARTURE,273415140,9164512,2022-02-09T22:49:00Z,departure,NA,NA
RUULU,DEPARTURE,212240000,9314818,2022-02-09T22:24:00Z,departure,NA,NA
RUULU,DEPARTURE,538006621,9726580,2022-02-09T20:38:00Z,departure,NA,NA
RUNVS,DEPARTURE,235108527,9683025,2022-02-09T19:33:00Z,departure,NA,NA
RUVVO,DEPARTURE,273350980,9038969,2022-02-09T18:02:00Z,departure,NA,NA
RUAZO,DEPARTURE,273437560,9314727,2022-02-09T15:52:00Z,departure,NA,NA
RUULU,DEPARTURE,636014354,9511521,2022-02-09T13:15:00Z,departure,NA,NA
RUAZO,DEPARTURE,273359760,9476771,2022-02-09T12:42:00Z,departure,NA,NA
RUNJK,DEPARTURE,273352560,9327334,2022-02-09T09:52:00Z,departure,NA,NA
RUMCX,DEPARTURE,434122600,9702663,2022-02-09T08:30:00Z,departure,NA,NA
RUTMR,DEPARTURE,273358170,9645011,2022-02-09T06:32:00Z,departure,NA,NA
RUNJK,DEPARTURE,273359970,9217321,2022-02-09T05:31:00Z,departure,NA,NA
RUNVS,DEPARTURE,477225800,9383974,2022-02-09T05:11:00Z,departure,NA,NA
RUPRI,DEPARTURE,215004000,9326500,2022-02-09T05:02:00Z,departure,NA,NA
RUNVS,DEPARTURE,574005430,9278650,2022-02-09T04:46:00Z,departure,NA,NA
RUULU,DEPARTURE,273426280,9151890,2022-02-09T04:25:00Z,departure,NA,NA
RUVYS,DEPARTURE,538008323,9353096,2022-02-09T02:30:00Z,departure,NA,NA
RULED,DEPARTURE,215782000,9288734,2022-02-09T01:29:00Z,departure,NA,NA
RUSAB,DEPARTURE,209387000,9817315,2022-02-09T00:28:00Z,departure,NA,NA
RUPRI,DEPARTURE,636019152,9850692,2022-02-08T23:38:00Z,departure,NA,NA
RUULU,DEPARTURE,229883000,9327372,2022-02-08T21:32:00Z,departure,NA,NA
RULOM,DEPARTURE,273353180,9645047,2022-02-08T20:54:00Z,departure,NA,NA
RUPRI,DEPARTURE,257861000,9305556,2022-02-08T20:37:00Z,departure,NA,NA
RUAZO,DEPARTURE,273337920,9435349,2022-02-08T18:43:00Z,departure,NA,NA
RUAZO,DEPARTURE,273431390,9340879,2022-02-08T18:25:00Z,departure,NA,NA
RUAZO,DEPARTURE,273452590,9585912,2022-02-08T17:56:00Z,departure,NA,NA
NA,DEPARTURE,273211370,9539810,2022-02-08T17:54:00Z,departure,NA,NA
RUAZO,DEPARTURE,273351430,9630975,2022-02-08T17:43:00Z,departure,NA,NA
RUKZP,DEPARTURE,273358450,9616955,2022-02-08T17:39:00Z,departure,NA,NA
RUKZP,DEPARTURE,273314050,9376593,2022-02-08T16:35:00Z,departure,NA,NA
RUYEY,DEPARTURE,273352050,9517082,2022-02-08T15:14:00Z,departure,NA,NA
RUKZP,DEPARTURE,273352720,9593921,2022-02-08T14:28:00Z,departure,NA,NA
RUVVO,DEPARTURE,538008765,9288930,2022-02-08T13:24:00Z,departure,NA,NA
RUVVO,DEPARTURE,538008765,9288930,2022-02-08T12:15:00Z,departure,NA,NA
RUULU,DEPARTURE,240730000,9307827,2022-02-08T12:03:00Z,departure,NA,NA
RUULU,DEPARTURE,538005403,9691723,2022-02-08T11:30:00Z,departure,NA,NA
RUBLT,DEPARTURE,258894000,9286827,2022-02-08T10:14:00Z,departure,NA,NA
RUULU,DEPARTURE,538007044,9794446,2022-02-08T09:17:00Z,departure,NA,NA
RUSTY,DEPARTURE,258894000,9286827,2022-02-08T09:07:00Z,departure,NA,NA
RUVVO,DEPARTURE,273295660,9356610,2022-02-08T07:43:00Z,departure,NA,NA
RUAZO,DEPARTURE,273440780,9297199,2022-02-08T04:37:00Z,departure,NA,NA
RUAZO,DEPARTURE,273447030,9268344,2022-02-08T04:07:00Z,departure,NA,NA
RUAZO,DEPARTURE,273376900,9735139,2022-02-08T03:14:00Z,departure,NA,NA
RUULU,DEPARTURE,538002614,9323314,2022-02-08T02:59:00Z,departure,NA,NA
RUSKA,DEPARTURE,273352560,9327334,2022-02-08T01:00:00Z,departure,NA,NA
RUKOZ,DEPARTURE,538008084,9426441,2022-02-07T21:29:00Z,departure,NA,NA
RUULU,DEPARTURE,273350170,8821761,2022-02-07T19:35:00Z,departure,NA,NA
RULED,DEPARTURE,538008326,9353137,2022-02-07T19:30:00Z,departure,NA,NA
RUPRI,DEPARTURE,248006000,9737383,2022-02-07T19:05:00Z,departure,NA,NA
RUMMK,DEPARTURE,273454890,9299161,2022-02-07T18:17:00Z,departure,NA,NA
RUULU,DEPARTURE,249853000,9777943,2022-02-07T17:16:00Z,departure,NA,NA
RUPRI,DEPARTURE,538005402,9688386,2022-02-07T13:56:00Z,departure,NA,NA
NA,DEPARTURE,273212310,9837547,2022-02-07T13:08:00Z,departure,NA,NA
RUTAG,DEPARTURE,273353050,9517094,2022-02-07T13:07:00Z,departure,NA,NA
RUTMR,DEPARTURE,273357390,9645073,2022-02-07T12:58:00Z,departure,NA,NA
RUPRI,DEPARTURE,538009153,9887803,2022-02-07T12:39:00Z,departure,NA,NA
RUNJK,DEPARTURE,273419360,9053206,2022-02-07T12:36:00Z,departure,NA,NA
RUDUD,DEPARTURE,273292090,9183831,2022-02-07T12:04:00Z,departure,NA,NA
RUNVS,DEPARTURE,636093036,9575345,2022-02-07T10:21:00Z,departure,NA,NA
RUNVS,DEPARTURE,636016274,9333785,2022-02-07T10:01:00Z,departure,NA,NA
RULED,DEPARTURE,273337270,9299173,2022-02-07T09:49:00Z,departure,NA,NA
RULED,DEPARTURE,241522000,9295335,2022-02-07T09:48:00Z,departure,NA,NA
RUTAM,DEPARTURE,636015281,9301902,2022-02-07T08:33:00Z,departure,NA,NA
RUSEW,DEPARTURE,273430430,9167930,2022-02-07T08:21:00Z,departure,NA,NA
RUULU,DEPARTURE,538008325,9353113,2022-02-07T08:16:00Z,departure,NA,NA
RUVYS,DEPARTURE,636013276,9329655,2022-02-07T07:46:00Z,departure,NA,NA
RUSKA,DEPARTURE,273326750,8906951,2022-02-07T05:41:00Z,departure,NA,NA
RUAZO,DEPARTURE,273345600,8727939,2022-02-07T04:55:00Z,departure,NA,NA
RUTMR,DEPARTURE,273440170,9235684,2022-02-07T02:59:00Z,departure,NA,NA
RUVYS,DEPARTURE,240244000,9288693,2022-02-07T01:01:00Z,departure,NA,NA
RUKZP,DEPARTURE,273318520,9354636,2022-02-06T23:03:00Z,departure,NA,NA
RUPRI,DEPARTURE,636014353,9511387,2022-02-06T22:54:00Z,departure,NA,NA
RUNVS,DEPARTURE,538009175,9386536,2022-02-06T21:34:00Z,departure,NA,NA
RUULU,DEPARTURE,538009840,9318034,2022-02-06T19:55:00Z,departure,NA,NA
RULED,DEPARTURE,266457000,9739812,2022-02-06T19:36:00Z,departure,NA,NA
RUNJK,DEPARTURE,273430250,9262170,2022-02-06T18:57:00Z,departure,NA,NA
RUKOZ,DEPARTURE,538005006,9440538,2022-02-06T17:55:00Z,departure,NA,NA
RUNVS,DEPARTURE,636014194,9413573,2022-02-06T14:54:00Z,departure,NA,NA
RUKZP,DEPARTURE,273388150,9804239,2022-02-06T14:41:00Z,departure,NA,NA
RUTAG,DEPARTURE,273355380,9648221,2022-02-06T13:38:00Z,departure,NA,NA
RUNVS,DEPARTURE,273393650,9829071,2022-02-06T11:41:00Z,departure,NA,NA
RUVVO,DEPARTURE,273352560,9327334,2022-02-06T10:16:00Z,departure,NA,NA
RUULU,DEPARTURE,265013000,9818280,2022-02-06T09:54:00Z,departure,NA,NA
RUDKA,DEPARTURE,209595000,9301407,2022-02-06T08:27:00Z,departure,NA,NA
RUTUA,DEPARTURE,565975000,9263203,2022-02-06T08:26:00Z,departure,NA,NA
RUMCX,DEPARTURE,434114600,9592202,2022-02-06T07:55:00Z,departure,NA,NA
RUTAM,DEPARTURE,636018066,9725873,2022-02-06T05:52:00Z,departure,NA,NA
RUKOZ,DEPARTURE,636017407,9281011,2022-02-06T04:57:00Z,departure,NA,NA
RUAZO,DEPARTURE,273357420,9610262,2022-02-06T04:42:00Z,departure,NA,NA
RUNVS,DEPARTURE,636014278,9411185,2022-02-06T04:29:00Z,departure,NA,NA
RUTUA,DEPARTURE,477669300,9261657,2022-02-06T04:24:00Z,departure,NA,NA
RUDKA,DEPARTURE,209595000,9301407,2022-02-06T03:57:00Z,departure,NA,NA
RUULU,DEPARTURE,240480000,9297333,2022-02-06T03:50:00Z,departure,NA,NA
RUKZP,DEPARTURE,273313860,9417050,2022-02-06T02:47:00Z,departure,NA,NA
RUVYP,DEPARTURE,372431000,9747132,2022-02-06T02:39:00Z,departure,NA,NA
RUTUA,DEPARTURE,248480000,9464364,2022-02-06T01:43:00Z,departure,NA,NA
RUAZO,DEPARTURE,273433590,9328663,2022-02-06T01:27:00Z,departure,NA,NA
RUAZO,DEPARTURE,273275000,8230845,2022-02-06T01:24:00Z,departure,NA,NA
RUULU,DEPARTURE,636017653,9397535,2022-02-06T01:10:00Z,departure,NA,NA
RUNVS,DEPARTURE,271002613,9404950,2022-02-06T00:04:00Z,departure,NA,NA
RUULU,DEPARTURE,248292000,9728241,2022-02-05T23:26:00Z,departure,NA,NA
RUNVS,DEPARTURE,240657000,9345441,2022-02-05T22:48:00Z,departure,NA,NA
RUTMR,DEPARTURE,273354450,9640528,2022-02-05T22:32:00Z,departure,NA,NA
RUPRI,DEPARTURE,636018682,9826720,2022-02-05T22:09:00Z,departure,NA,NA
RUULU,DEPARTURE,258692000,9321677,2022-02-05T21:23:00Z,departure,NA,NA
RUNVS,DEPARTURE,249852000,9708772,2022-02-05T21:14:00Z,departure,NA,NA
RUAZO,DEPARTURE,273452590,9585912,2022-02-05T21:03:00Z,departure,NA,NA
RUNVS,DEPARTURE,636093001,9340128,2022-02-05T21:01:00Z,departure,NA,NA
RUTAM,DEPARTURE,226044000,9587829,2022-02-05T18:28:00Z,departure,NA,NA
RUNVS,DEPARTURE,219029411,9701554,2022-02-05T17:53:00Z,departure,NA,NA
NA,DEPARTURE,436000032,9323106,2022-02-05T17:40:00Z,departure,NA,NA
RUPRI,DEPARTURE,211881000,9352303,2022-02-05T17:18:00Z,departure,NA,NA
RUVVO,DEPARTURE,273350980,9038969,2022-02-05T17:03:00Z,departure,NA,NA
RUKZP,DEPARTURE,273322210,9687980,2022-02-05T16:48:00Z,departure,NA,NA
RUSKA,DEPARTURE,273352560,9327334,2022-02-05T16:15:00Z,departure,NA,NA
RUNVS,DEPARTURE,538002655,9315745,2022-02-05T16:11:00Z,departure,NA,NA
RUULU,DEPARTURE,636020423,9889136,2022-02-05T16:02:00Z,departure,NA,NA
RUNVS,DEPARTURE,248669000,9795127,2022-02-05T15:33:00Z,departure,NA,NA
RUYEY,DEPARTURE,273315050,9376608,2022-02-05T13:56:00Z,departure,NA,NA
RUPRI,DEPARTURE,218057000,9380477,2022-02-05T13:39:00Z,departure,NA,NA
RUTAM,DEPARTURE,538007270,9788954,2022-02-05T13:17:00Z,departure,NA,NA
RUTAM,DEPARTURE,248964000,9528031,2022-02-05T10:03:00Z,departure,NA,NA
RUPKC,DEPARTURE,273342530,8914855,2022-02-05T09:57:00Z,departure,NA,NA
RUNVS,DEPARTURE,229599000,9253246,2022-02-05T08:49:00Z,departure,NA,NA
RUVVO,DEPARTURE,273215290,9040077,2022-02-05T07:59:00Z,departure,NA,NA
RUNVS,DEPARTURE,215065000,9417311,2022-02-05T07:33:00Z,departure,NA,NA
RUVNN,DEPARTURE,273359970,9217321,2022-02-05T05:38:00Z,departure,NA,NA
RUKOZ,DEPARTURE,563030600,9810501,2022-02-05T05:00:00Z,departure,NA,NA
RUVVO,DEPARTURE,273218180,9183829,2022-02-05T04:56:00Z,departure,NA,NA
RUKZP,DEPARTURE,273351260,9612923,2022-02-05T04:37:00Z,departure,NA,NA
RUVVO,DEPARTURE,273218180,9183829,2022-02-05T04:03:00Z,departure,NA,NA
RUAZO,DEPARTURE,273333670,9645114,2022-02-05T03:57:00Z,departure,NA,NA
RUNVS,DEPARTURE,636016464,9321847,2022-02-05T03:36:00Z,departure,NA,NA
RUNVS,DEPARTURE,309686000,9378369,2022-02-04T23:25:00Z,departure,NA,NA
RULED,DEPARTURE,266433000,9818278,2022-02-04T23:14:00Z,departure,NA,NA
RUPRI,DEPARTURE,257861000,9305556,2022-02-04T22:53:00Z,departure,NA,NA
RUPRI,DEPARTURE,248952000,9332640,2022-02-04T22:02:00Z,departure,NA,NA
RUAZO,DEPARTURE,273352720,9593921,2022-02-04T22:01:00Z,departure,NA,NA
RUNVS,DEPARTURE,273337080,9655470,2022-02-04T20:48:00Z,departure,NA,NA
RUAZO,DEPARTURE,273445480,9313589,2022-02-04T20:46:00Z,departure,NA,NA
RUAZO,DEPARTURE,273433680,9300350,2022-02-04T20:40:00Z,departure,NA,NA
RUAZO,DEPARTURE,273356420,9598373,2022-02-04T19:52:00Z,departure,NA,NA
RUTAM,DEPARTURE,566030000,9431288,2022-02-04T18:13:00Z,departure,NA,NA
RUROV,DEPARTURE,273333670,9645114,2022-02-04T16:37:00Z,departure,NA,NA
RUNVS,DEPARTURE,240633000,9338917,2022-02-04T16:29:00Z,departure,NA,NA
RUTUA,DEPARTURE,636014489,9436719,2022-02-04T16:27:00Z,departure,NA,NA
RUTMR,DEPARTURE,273352260,9612909,2022-02-04T15:57:00Z,departure,NA,NA
RUULU,DEPARTURE,311037700,9375575,2022-02-04T14:26:00Z,departure,NA,NA
RUULU,DEPARTURE,309924000,9325908,2022-02-04T13:14:00Z,departure,NA,NA
RUVYS,DEPARTURE,212182000,9299862,2022-02-04T12:46:00Z,departure,NA,NA
RUVVO,DEPARTURE,273352560,9327334,2022-02-04T12:41:00Z,departure,NA,NA
RULED,DEPARTURE,273350170,8821761,2022-02-04T10:09:00Z,departure,NA,NA
RUVYS,DEPARTURE,538003816,9290828,2022-02-04T09:39:00Z,departure,NA,NA
RUPRI,DEPARTURE,240597000,9315795,2022-02-04T08:33:00Z,departure,NA,NA
RUNVS,DEPARTURE,273371330,9418509,2022-02-04T07:45:00Z,departure,NA,NA
RUNVS,DEPARTURE,319130700,9818216,2022-02-04T05:03:00Z,departure,NA,NA
RUNJK,DEPARTURE,273356270,9035838,2022-02-04T04:49:00Z,departure,NA,NA
RUULU,DEPARTURE,538007534,9314806,2022-02-04T03:49:00Z,departure,NA,NA
RUTUA,DEPARTURE,636091700,9420851,2022-02-04T03:39:00Z,departure,NA,NA
RUAZO,DEPARTURE,273352430,9626699,2022-02-04T03:30:00Z,departure,NA,NA
RUTUA,DEPARTURE,273353450,9640516,2022-02-04T03:01:00Z,departure,NA,NA
RUTUA,DEPARTURE,305485000,9306677,2022-02-04T02:39:00Z,departure,NA,NA
RUNVS,DEPARTURE,538004508,9446427,2022-02-04T00:55:00Z,departure,NA,NA
RULED,DEPARTURE,229388000,9260005,2022-02-03T20:20:00Z,departure,NA,NA
NA,DEPARTURE,436000393,9323091,2022-02-03T18:20:00Z,departure,NA,NA
RUPRI,DEPARTURE,636018959,9826902,2022-02-03T17:32:00Z,departure,NA,NA
RUTUA,DEPARTURE,273329070,9599353,2022-02-03T17:22:00Z,departure,NA,NA
RUNVS,DEPARTURE,538002073,9253258,2022-02-03T15:41:00Z,departure,NA,NA
RUAZO,DEPARTURE,273333670,9645114,2022-02-03T15:08:00Z,departure,NA,NA
RUULU,DEPARTURE,538006769,9726592,2022-02-03T13:44:00Z,departure,NA,NA
RUYEY,DEPARTURE,273342520,9421958,2022-02-03T13:23:00Z,departure,NA,NA
RUVVO,DEPARTURE,538008813,9282986,2022-02-03T10:40:00Z,departure,NA,NA
RUVVO,DEPARTURE,538008813,9282986,2022-02-03T09:39:00Z,departure,NA,NA
RUDKA,DEPARTURE,209225000,9301419,2022-02-03T08:29:00Z,departure,NA,NA
RUTUA,DEPARTURE,255806336,9290830,2022-02-03T07:52:00Z,departure,NA,NA
RUROV,DEPARTURE,273433680,9300350,2022-02-03T07:24:00Z,departure,NA,NA
RUNVS,DEPARTURE,241518000,9761372,2022-02-03T04:59:00Z,departure,NA,NA
RUDKA,DEPARTURE,209225000,9301419,2022-02-03T04:14:00Z,departure,NA,NA
RUVYS,DEPARTURE,230690000,9797802,2022-02-03T02:41:00Z,departure,NA,NA
RUAZO,DEPARTURE,273433790,9340881,2022-02-03T02:01:00Z,departure,NA,NA
RUULU,DEPARTURE,255806262,9851696,2022-02-03T01:57:00Z,departure,NA,NA
RUPRI,DEPARTURE,538005397,9686857,2022-02-03T00:55:00Z,departure,NA,NA
RUVVO,DEPARTURE,273326750,8906951,2022-02-02T23:40:00Z,departure,NA,NA
RUKZP,DEPARTURE,273355910,9560936,2022-02-02T23:38:00Z,departure,NA,NA
RUPRI,DEPARTURE,636012813,9305568,2022-02-02T23:24:00Z,departure,NA,NA
RUBLT,DEPARTURE,248359000,9400356,2022-02-02T21:31:00Z,departure,NA,NA
RUPRI,DEPARTURE,249997000,9779965,2022-02-02T21:12:00Z,departure,NA,NA
RUSTY,DEPARTURE,248359000,9400356,2022-02-02T20:16:00Z,departure,NA,NA
RUNVS,DEPARTURE,636015526,9358541,2022-02-02T18:37:00Z,departure,NA,NA
RUAZO,DEPARTURE,273356390,9645085,2022-02-02T15:40:00Z,departure,NA,NA
RUKOZ,DEPARTURE,356178000,9783930,2022-02-02T15:40:00Z,departure,NA,NA
RUYEY,DEPARTURE,273318810,9352705,2022-02-02T15:37:00Z,departure,NA,NA
RUAZO,DEPARTURE,273353720,9598385,2022-02-02T14:38:00Z,departure,NA,NA
RUPRI,DEPARTURE,538005404,9691735,2022-02-02T13:04:00Z,departure,NA,NA
RUNVS,DEPARTURE,636015560,9315185,2022-02-02T07:24:00Z,departure,NA,NA
RUTMR,DEPARTURE,273357390,9645073,2022-02-02T06:41:00Z,departure,NA,NA
RUSKA,DEPARTURE,273352560,9327334,2022-02-02T03:23:00Z,departure,NA,NA
RUTMR,DEPARTURE,273332580,9683726,2022-02-02T02:52:00Z,departure,NA,NA
RUARH,DEPARTURE,273357330,9585273,2022-02-02T01:45:00Z,departure,NA,NA
RUAZO,DEPARTURE,273443330,9288980,2022-02-02T01:22:00Z,departure,NA,NA
RUKZP,DEPARTURE,273355450,9640530,2022-02-02T01:18:00Z,departure,NA,NA
RUNVS,DEPARTURE,241733000,9903918,2022-02-02T00:21:00Z,departure,NA,NA
RUULU,DEPARTURE,636018671,9815616,2022-02-02T00:01:00Z,departure,NA,NA
RUAZO,DEPARTURE,273327420,9687992,2022-02-01T22:22:00Z,departure,NA,NA
RUAZO,DEPARTURE,273393370,9804227,2022-02-01T21:52:00Z,departure,NA,NA
RUAZO,DEPARTURE,273355680,9645061,2022-02-01T21:39:00Z,departure,NA,NA
RUROV,DEPARTURE,273353720,9598385,2022-02-01T21:21:00Z,departure,NA,NA
RUAZO,DEPARTURE,273448000,9260483,2022-02-01T20:52:00Z,departure,NA,NA
RUYEY,DEPARTURE,273355800,9540340,2022-02-01T20:28:00Z,departure,NA,NA
RUVVO,DEPARTURE,273453790,9166314,2022-02-01T19:54:00Z,departure,NA,NA
RUKOZ,DEPARTURE,311000357,9414503,2022-02-01T19:25:00Z,departure,NA,NA
RUVVO,DEPARTURE,273453790,9166314,2022-02-01T18:58:00Z,departure,NA,NA
RULED,DEPARTURE,273426280,9151890,2022-02-01T18:46:00Z,departure,NA,NA
RUVVO,DEPARTURE,538007496,9226009,2022-02-01T18:43:00Z,departure,NA,NA
RUVVO,DEPARTURE,538007496,9226009,2022-02-01T17:39:00Z,departure,NA,NA
RUPKC,DEPARTURE,273342530,8914855,2022-02-01T16:58:00Z,departure,NA,NA
RUAZO,DEPARTURE,273433680,9300350,2022-02-01T15:26:00Z,departure,NA,NA
RUSEW,DEPARTURE,273454890,9299161,2022-02-01T15:21:00Z,departure,NA,NA
RUBLT,DEPARTURE,248359000,9400356,2022-02-01T15:15:00Z,departure,NA,NA
RUTAG,DEPARTURE,273343600,8727953,2022-02-01T14:13:00Z,departure,NA,NA
RUAZO,DEPARTURE,636093028,9633549,2022-02-01T13:23:00Z,departure,NA,NA
RUAZO,DEPARTURE,273444390,9300348,2022-02-01T13:14:00Z,departure,NA,NA
RULOM,DEPARTURE,273353180,9645047,2022-02-01T09:44:00Z,departure,NA,NA
RUSKA,DEPARTURE,273350980,9038969,2022-02-01T09:03:00Z,departure,NA,NA
RUULU,DEPARTURE,538005588,9320714,2022-02-01T08:41:00Z,departure,NA,NA
RUNVS,DEPARTURE,565026000,9311751,2022-02-01T06:50:00Z,departure,NA,NA
RUAZO,DEPARTURE,273359760,9476771,2022-02-01T05:49:00Z,departure,NA,NA
RUAZO,DEPARTURE,273387430,9637961,2022-02-01T05:41:00Z,departure,NA,NA
RUULU,DEPARTURE,636013115,9328297,2022-02-01T04:50:00Z,departure,NA,NA
NA,DEPARTURE,273211370,9539810,2022-02-01T04:11:00Z,departure,NA,NA
RUULU,DEPARTURE,248716000,9317951,2022-02-01T01:35:00Z,departure,NA,NA
RUAZO,DEPARTURE,273447030,9268344,2022-02-01T01:20:00Z,departure,NA,NA
RUPRI,DEPARTURE,220556000,9302126,2022-02-01T00:57:00Z,departure,NA,NA
RUYEY,DEPARTURE,273353340,9602825,2022-01-31T23:49:00Z,departure,NA,NA
RUBLT,DEPARTURE,255806225,9402689,2022-01-31T23:41:00Z,departure,NA,NA
RUBLT,DEPARTURE,258894000,9286827,2022-01-31T23:20:00Z,departure,NA,NA
RUPRI,DEPARTURE,248022000,9737395,2022-01-31T23:14:00Z,departure,NA,NA
RULED,DEPARTURE,273357860,9645009,2022-01-31T22:49:00Z,departure,NA,NA
RUSTY,DEPARTURE,255806225,9402689,2022-01-31T22:28:00Z,departure,NA,NA
RUSTY,DEPARTURE,258894000,9286827,2022-01-31T22:04:00Z,departure,NA,NA
RUPRI,DEPARTURE,636013116,9327463,2022-01-31T22:04:00Z,departure,NA,NA
RUAZO,DEPARTURE,273359180,9621558,2022-01-31T20:52:00Z,departure,NA,NA
RUNVS,DEPARTURE,273385070,9749130,2022-01-31T20:19:00Z,departure,NA,NA
RUULU,DEPARTURE,636017655,9397547,2022-01-31T19:53:00Z,departure,NA,NA
RUNVS,DEPARTURE,477639900,9464326,2022-01-31T18:18:00Z,departure,NA,NA
RUULU,DEPARTURE,240609000,9297541,2022-01-31T18:18:00Z,departure,NA,NA
RUULU,DEPARTURE,273350170,8821761,2022-01-31T13:10:00Z,departure,NA,NA
RUVVO,DEPARTURE,273352560,9327334,2022-01-31T11:06:00Z,departure,NA,NA
RUVNN,DEPARTURE,636018350,9333412,2022-01-31T10:39:00Z,departure,NA,NA
RUDKA,DEPARTURE,212500000,9301380,2022-01-31T10:36:00Z,departure,NA,NA
RUPRI,DEPARTURE,257861000,9305556,2022-01-31T08:33:00Z,departure,NA,NA
RUKOZ,DEPARTURE,636015174,9592226,2022-01-31T04:35:00Z,departure,NA,NA
RUVYS,DEPARTURE,218019000,9352315,2022-01-31T04:19:00Z,departure,NA,NA
NA,DEPARTURE,273391160,9759939,2022-01-31T04:11:00Z,departure,NA,NA
RUDKA,DEPARTURE,212500000,9301380,2022-01-31T03:48:00Z,departure,NA,NA
RUVYS,DEPARTURE,538009608,9332614,2022-01-31T01:04:00Z,departure,NA,NA
RUULU,DEPARTURE,238252000,9334739,2022-01-31T00:18:00Z,departure,NA,NA
RUPRI,DEPARTURE,538005408,9696589,2022-01-30T21:38:00Z,departure,NA,NA
RULED,DEPARTURE,273337270,9299173,2022-01-30T21:11:00Z,departure,NA,NA
RULED,DEPARTURE,351341000,9882396,2022-01-30T20:19:00Z,departure,NA,NA
NA,DEPARTURE,273216480,9492842,2022-01-30T20:01:00Z,departure,NA,NA
RULED,DEPARTURE,538005401,9686883,2022-01-30T19:30:00Z,departure,NA,NA
