date,United States,Russian Federation,India,Saudi Arabia,United Arab Emirates,China,South Korea,Netherlands,Singapore Republic,Greece,Taiwan,Italy,Belgium,Canada,Kuwait,Malaysia,Sweden,Togo,Egypt,Qatar,Turkey,United Kingdom,Colombia,Spain,Japan,Israel,Oman,Latvia,Finland,Nigeria,Bahrain,Portugal,Norway,Peru,Brunei,France,Germany,Bulgaria,Bahamas,Lithuania,Denmark,United States Virgin Islands,Ecuador,Thailand,Venezuela,Tunisia,Indonesia,Sint Eustatius,Argentina,Estonia,Romania,Cyprus,Ireland,Poland,Mexico,Libya,Brazil,Croatia,Panama,Chile,South Africa,Micronesia,Uruguay,Senegal,Malta,Georgia,Papua New Guinea,Curacao,Vietnam,Australia,Jordan,Sri Lanka,Lebanon,Guatemala,Democratic Republic of the Congo,Equatorial Guinea,Iraq,New Zealand,Algeria,Morocco,Falkland Islands,Jamaica,Trinidad and Tobago,Saint Kitts and Nevis,Mozambique
2021,35257.50769,28964.89664,22788.55683,14057.93207,12824.3845,9886.97376,6475.911748,6768.096312,4024.315929,5321.213781,3028.026495,3826.648446,4003.26872,3032.20805,2210.635992,2269.073595,2719.192602,3390.085722,1858.91616,2046.611515,1976.414343,1068.973737,1811.703102,948.458457,1075.959678,891.216228,362.645955,1004.98245,859.749567,549.404175,103.882047,551.066571,475.181397,52.212891,250.206615,144.888939,131.518116,105.849609,189.653925,88.367475,134.380101,216.6424773,71.051412,172.274637,0,69.332535,66.117333,73.119291,56.716197,55.43568,59.040348,84.522552,24.467232,0,63.116253,75.209088,41.454525,62.649231,64.307412,6.657171,46.290816,13.490529,36.785991,0,27.259248,24.330666,10.413579,0,24.481563,6.437991,0,3.7935,0,5.97687,12.384513,0,0,9.626217,8.94423,8.907981,0,6.208695,5.494674,0,0.487254
2022,44892.28696,32047.34891,12662.4619,15982.11835,9221.333373,7365.549801,8734.890043,6699.373266,6036.101709,3082.523073,5058.636465,4102.275726,3211.711488,3833.579758,4137.036831,2404.504074,1819.669452,1104.495228,2331.538209,1655.473284,1399.010766,1789.088874,488.387835,1276.619811,887.1624391,629.667891,1122.800973,474.915009,541.781769,501.46698,764.671812,272.808288,216.869337,523.1658,272.973516,288.290826,255.15924,240.901581,94.302195,193.555329,130.203879,44.977422,181.958178,70.148559,149.005308,75.539544,77.900787,53.355156,60.208746,46.295874,34.007463,0,56.128626,77.603208,14.48274,0,29.216694,7.154541,4.691295,50.289165,7.169715,38.860614,6.964866,42.279822,11.880399,9.571422,17.546202,27.427848,0,17.531028,23.143722,18.662334,21.686175,7.023033,0,10.818219,10.287972,0,0,0,7.265817,0,0,1.086627,0
