port_unlocode,move_type,ship_mmsi,ship_imo,date_utc,load_status,port_operation,draught,terminal_id,berth_id
RUKOZ,departure,636015176,9592240,2022-02-26T06:07:00Z,fully_laden,load,13.7,NA,NA
RUNVS,departure,215871000,9261401,2022-02-26T05:50:00Z,fully_laden,load,10.7,NA,NA
RUULU,departure,311816000,9291262,2022-02-26T00:59:00Z,fully_laden,load,14,NA,NA
RUNVS,departure,636014309,9421972,2022-02-26T00:22:00Z,fully_laden,load,15.4,NA,NA
RUBLT,departure,352898673,9565742,2022-02-25T23:55:00Z,fully_laden,none,9.5,NA,NA
RUNVS,departure,538008046,9412452,2022-02-25T23:13:00Z,fully_laden,none,13.7,NA,NA
RUSTY,departure,352898673,9565742,2022-02-25T22:12:00Z,fully_laden,load,9.5,NA,NA
RUTAM,departure,241614000,9787194,2022-02-25T22:07:00Z,fully_laden,load,13.1,NA,NA
RUPRI,departure,538008325,9353113,2022-02-25T21:55:00Z,fully_laden,load,11.1,NA,NA
RUNVS,departure,248768000,9808314,2022-02-25T21:23:00Z,partially_laden,load,9.1,NA,NA
RUPRI,departure,538009821,9779953,2022-02-25T21:18:00Z,fully_laden,load,14.4,NA,NA
RUVVO,departure,538007496,9226009,2022-02-25T20:10:00Z,fully_laden,none,9.1,NA,NA
RUTAM,departure,248796000,9457878,2022-02-25T20:02:00Z,partially_laden,load,8.4,NA,NA
RUBLT,departure,266273000,9308558,2022-02-25T19:55:00Z,fully_laden,none,9.2,NA,NA
RUTUA,departure,538007627,9290505,2022-02-25T19:44:00Z,fully_laden,load,11,NA,NA
RUVVO,departure,538007496,9226009,2022-02-25T19:09:00Z,fully_laden,load,9.1,NA,NA
RUNVS,departure,538009792,9334789,2022-02-25T18:45:00Z,fully_laden,load,11,NA,NA
RUSTY,departure,266273000,9308558,2022-02-25T18:42:00Z,fully_laden,load,9.2,NA,NA
NA,departure,273216880,9575929,2022-02-25T18:00:00Z,fully_laden,load,6.5,NA,NA
RUNVS,departure,538008331,9411226,2022-02-25T17:27:00Z,fully_laden,load,15.2,NA,NA
RUULU,departure,636018682,9826720,2022-02-25T10:59:00Z,fully_laden,load,14.3,NA,NA
RUKOZ,departure,538008233,9297357,2022-02-25T10:49:00Z,fully_laden,load,14.1,NA,NA
RUNVS,departure,636020612,9313486,2022-02-25T10:48:00Z,fully_laden,load,12.7,NA,NA
RUDUD,departure,273357330,9585273,2022-02-25T09:51:00Z,fully_laden,none,8.9,NA,NA
RUULU,departure,538002779,9323405,2022-02-25T06:06:00Z,fully_laden,load,10.6,NA,NA
RUPRI,departure,538005402,9688386,2022-02-25T06:04:00Z,fully_laden,load,11.3,NA,NA
RUTUA,departure,566351000,9431317,2022-02-25T05:58:00Z,fully_laden,load,10.8,NA,NA
RUVYS,departure,538005166,9351634,2022-02-25T05:30:00Z,fully_laden,load,12.8,NA,NA
RUVYS,departure,636014355,9511533,2022-02-25T04:43:00Z,fully_laden,load,12.8,NA,NA
RUNVS,departure,354073000,9294123,2022-02-25T01:30:00Z,fully_laden,load,10.3,NA,NA
RUSAB,departure,212654000,9768368,2022-03-15T18:53:00Z,fully_laden,load,12.1,NA,NA
RUPGN,departure,209856000,9338929,2022-03-15T10:59:00Z,fully_laden,none,10.4,NA,NA
RUSAB,departure,212611000,9737187,2022-03-14T00:05:00Z,fully_laden,none,12,NA,NA
RUPGN,departure,209407000,9332054,2022-03-13T09:44:00Z,fully_laden,load,11.3,NA,NA
RUSAB,departure,311000548,9750696,2022-03-12T21:40:00Z,fully_laden,load,12,NA,NA
RUVYS,departure,244168000,9378280,2022-03-11T15:25:00Z,fully_laden,load,7.2,NA,NA
RUPGN,departure,309065000,9277620,2022-03-11T12:11:00Z,fully_laden,load,11.5,NA,NA
RUSAB,departure,209351000,9768526,2022-03-10T09:48:00Z,fully_laden,load,12,NA,NA
RUVYS,departure,244090097,9783124,2022-03-10T05:18:00Z,fully_laden,load,7.6,NA,NA
RUPGN,departure,352906000,9373008,2022-03-09T15:57:00Z,fully_laden,load,11.4,NA,NA
RUSAB,departure,311000631,9750725,2022-03-09T05:19:00Z,fully_laden,load,12,NA,NA
RUSAB,departure,477150100,9750701,2022-03-08T15:22:00Z,fully_laden,load,12,NA,NA
RUPGN,departure,538003001,9317999,2022-03-08T00:48:00Z,fully_laden,load,11.5,NA,NA
RUSAB,departure,311000633,9750749,2022-03-07T20:19:00Z,fully_laden,none,11.9,NA,NA
RUSAB,departure,212770000,9768382,2022-03-06T17:37:00Z,partially_laden,load,12,NA,NA
RUVYS,departure,636018930,9378292,2022-03-06T16:27:00Z,fully_laden,load,7.7,NA,NA
RUPGN,departure,309739000,9376294,2022-03-06T14:17:00Z,fully_laden,load,11.1,NA,NA
RUSAB,departure,311000634,9750672,2022-03-04T22:12:00Z,fully_laden,load,11.9,NA,NA
RUPGN,departure,432634000,9355264,2022-03-04T12:07:00Z,fully_laden,load,11.4,NA,NA
RUSAB,departure,311000632,9750737,2022-03-03T19:16:00Z,fully_laden,load,12,NA,NA
RUVYS,departure,244090097,9783124,2022-03-03T02:32:00Z,fully_laden,none,7.6,NA,NA
RUSAB,departure,311000632,9750737,2022-03-02T18:54:00Z,partially_laden,none,11,NA,NA
RUPGN,departure,209856000,9338929,2022-03-02T09:22:00Z,fully_laden,load,11.5,NA,NA
RUVYS,departure,246878000,9617698,2022-03-01T23:04:00Z,fully_laden,load,7.7,NA,NA
RUSAB,departure,311000627,9750713,2022-03-01T04:22:00Z,fully_laden,load,11.9,NA,NA
RUVYS,departure,244168000,9378280,2022-02-28T14:07:00Z,fully_laden,load,7.3,NA,NA
RUPGN,departure,352906000,9373008,2022-02-28T13:12:00Z,partially_laden,none,9.3,NA,NA
RUSAB,departure,209356000,9768394,2022-02-28T12:18:00Z,fully_laden,none,12,NA,NA
RUSAB,departure,212660000,9768370,2022-02-27T20:23:00Z,fully_laden,none,12,NA,NA
RUPGN,departure,212883000,9338955,2022-02-26T23:55:00Z,fully_laden,load,11.2,NA,NA
RUSAB,departure,212611000,9737187,2022-02-26T02:39:00Z,fully_laden,none,12,NA,NA
RUSAB,departure,212654000,9768368,2022-02-25T10:23:00Z,fully_laden,load,12,NA,NA
RUAZO,departure,273350660,9640554,2022-02-09T23:50:00Z,fully_laden,load,3.9,NA,NA
RUPRI,departure,257031550,9817470,2022-02-09T23:41:00Z,fully_laden,load,14.4,NA,NA
RUNVS,departure,273371330,9418509,2022-02-09T23:19:00Z,fully_laden,none,6.8,NA,NA
RUMMK,departure,273430430,9167930,2022-02-09T23:11:00Z,fully_laden,none,6.7,NA,NA
RUNVS,departure,238020000,9796731,2022-02-09T22:50:00Z,fully_laden,load,14.2,NA,NA
RUNVS,departure,273415140,9164512,2022-02-09T22:49:00Z,fully_laden,none,8.6,NA,NA
RUULU,departure,212240000,9314818,2022-02-09T22:24:00Z,fully_laden,load,9.6,NA,NA
RUULU,departure,538006621,9726580,2022-02-09T20:38:00Z,fully_laden,load,14.5,NA,NA
RUNVS,departure,235108527,9683025,2022-02-09T19:33:00Z,fully_laden,load,14,NA,NA
RUVVO,departure,273350980,9038969,2022-02-09T18:02:00Z,fully_laden,load,7.5,NA,NA
RUAZO,departure,273437560,9314727,2022-02-09T15:52:00Z,fully_laden,load,4.1,NA,NA
RUULU,departure,636014354,9511521,2022-02-09T13:15:00Z,fully_laden,load,14.4,NA,NA
RUAZO,departure,273359760,9476771,2022-02-09T12:42:00Z,fully_laden,load,4,NA,NA
RUNJK,departure,273352560,9327334,2022-02-09T09:52:00Z,partially_laden,none,6,NA,NA
RUMCX,departure,434122600,9702663,2022-02-09T08:30:00Z,partially_laden,discharge,3.4,NA,NA
RUTMR,departure,273358170,9645011,2022-02-09T06:32:00Z,fully_laden,none,4.2,NA,NA
RUNJK,departure,273359970,9217321,2022-02-09T05:31:00Z,fully_laden,discharge,5.8,NA,NA
RUNVS,departure,477225800,9383974,2022-02-09T05:11:00Z,fully_laden,load,10.5,NA,NA
RUPRI,departure,215004000,9326500,2022-02-09T05:02:00Z,partially_laden,load,10.1,NA,NA
RUNVS,departure,574005430,9278650,2022-02-09T04:46:00Z,fully_laden,load,10.6,NA,NA
RUULU,departure,273426280,9151890,2022-02-09T04:25:00Z,partially_laden,none,6,NA,NA
RUVYS,departure,538008323,9353096,2022-02-09T02:30:00Z,fully_laden,load,10.4,NA,NA
RULED,departure,215782000,9288734,2022-02-09T01:29:00Z,partially_laden,load,11,NA,NA
RUSAB,departure,209387000,9817315,2022-02-09T00:28:00Z,fully_laden,load,12,NA,NA
RUPRI,departure,636019152,9850692,2022-02-08T23:38:00Z,fully_laden,load,13.8,NA,NA
RUULU,departure,229883000,9327372,2022-02-08T21:32:00Z,fully_laden,load,10.8,NA,NA
RULOM,departure,273353180,9645047,2022-02-08T20:54:00Z,fully_laden,load,4.3,NA,NA
RUPRI,departure,257861000,9305556,2022-02-08T20:37:00Z,fully_laden,load,14.3,NA,NA
RUAZO,departure,273337920,9435349,2022-02-08T18:43:00Z,partially_laden,load,3.9,NA,NA
RUAZO,departure,273431390,9340879,2022-02-08T18:25:00Z,fully_laden,load,3.7,NA,NA
RUAZO,departure,273452590,9585912,2022-02-08T17:56:00Z,fully_laden,load,4.1,NA,NA
NA,departure,273211370,9539810,2022-02-08T17:54:00Z,fully_laden,load,6.5,NA,NA
RUAZO,departure,273351430,9630975,2022-02-08T17:43:00Z,fully_laden,load,3.8,NA,NA
RUKZP,departure,273358450,9616955,2022-02-08T17:39:00Z,fully_laden,load,4.5,NA,NA
RUKZP,departure,273314050,9376593,2022-02-08T16:35:00Z,fully_laden,load,3.8,NA,NA
RUYEY,departure,273352050,9517082,2022-02-08T15:14:00Z,fully_laden,load,3.8,NA,NA
RUKZP,departure,273352720,9593921,2022-02-08T14:28:00Z,fully_laden,load,4.6,NA,NA
RUVVO,departure,538008765,9288930,2022-02-08T13:24:00Z,partially_laden,none,9.1,NA,NA
RUVVO,departure,538008765,9288930,2022-02-08T12:15:00Z,partially_laden,load,9.1,NA,NA
RUULU,departure,240730000,9307827,2022-02-08T12:03:00Z,fully_laden,load,11.2,NA,NA
RUULU,departure,538005403,9691723,2022-02-08T11:30:00Z,fully_laden,load,10.2,NA,NA
RUBLT,departure,258894000,9286827,2022-02-08T10:14:00Z,fully_laden,none,7.8,NA,NA
RUULU,departure,538007044,9794446,2022-02-08T09:17:00Z,fully_laden,load,11.1,NA,NA
RUSTY,departure,258894000,9286827,2022-02-08T09:07:00Z,fully_laden,load,7.8,NA,NA
RUVVO,departure,273295660,9356610,2022-02-08T07:43:00Z,partially_laden,discharge,6.9,NA,NA
RUAZO,departure,273440780,9297199,2022-02-08T04:37:00Z,fully_laden,load,4.1,NA,NA
RUAZO,departure,273447030,9268344,2022-02-08T04:07:00Z,fully_laden,load,4.1,NA,NA
RUAZO,departure,273376900,9735139,2022-02-08T03:14:00Z,fully_laden,load,3.7,NA,NA
RUULU,departure,538002614,9323314,2022-02-08T02:59:00Z,fully_laden,load,10.4,NA,NA
RUSKA,departure,273352560,9327334,2022-02-08T01:00:00Z,partially_laden,none,6,NA,NA
RUKOZ,departure,538008084,9426441,2022-02-07T21:29:00Z,fully_laden,load,14.1,NA,NA
RUULU,departure,273350170,8821761,2022-02-07T19:35:00Z,fully_laden,none,6.4,NA,NA
RULED,departure,538008326,9353137,2022-02-07T19:30:00Z,fully_laden,load,10.5,NA,NA
RUPRI,departure,248006000,9737383,2022-02-07T19:05:00Z,fully_laden,load,14.4,NA,NA
RUMMK,departure,273454890,9299161,2022-02-07T18:17:00Z,partially_laden,load,5.6,NA,NA
RUULU,departure,249853000,9777943,2022-02-07T17:16:00Z,fully_laden,load,14.5,NA,NA
RUPRI,departure,538005402,9688386,2022-02-07T13:56:00Z,fully_laden,load,11.2,NA,NA
NA,departure,273212310,9837547,2022-02-07T13:08:00Z,fully_laden,none,8.6,NA,NA
RUTAG,departure,273353050,9517094,2022-02-07T13:07:00Z,fully_laden,load,3.8,NA,NA
RUTMR,departure,273357390,9645073,2022-02-07T12:58:00Z,fully_laden,load,4.2,NA,NA
RUPRI,departure,538009153,9887803,2022-02-07T12:39:00Z,fully_laden,load,14.1,NA,NA
RUNJK,departure,273419360,9053206,2022-02-07T12:36:00Z,fully_laden,load,8.1,NA,NA
RUDUD,departure,273292090,9183831,2022-02-07T12:04:00Z,fully_laden,none,8.3,NA,NA
RUNVS,departure,636093036,9575345,2022-02-07T10:21:00Z,fully_laden,load,4.4,NA,NA
RUNVS,departure,636016274,9333785,2022-02-07T10:01:00Z,fully_laden,load,12.2,NA,NA
RULED,departure,273337270,9299173,2022-02-07T09:49:00Z,partially_laden,load,6,NA,NA
RULED,departure,241522000,9295335,2022-02-07T09:48:00Z,fully_laden,load,10.9,NA,NA
RUTAM,departure,636015281,9301902,2022-02-07T08:33:00Z,fully_laden,load,11,NA,NA
RUSEW,departure,273430430,9167930,2022-02-07T08:21:00Z,fully_laden,load,6.7,NA,NA
RUULU,departure,538008325,9353113,2022-02-07T08:16:00Z,fully_laden,load,10.4,NA,NA
RUVYS,departure,636013276,9329655,2022-02-07T07:46:00Z,fully_laden,load,10.6,NA,NA
RUSKA,departure,273326750,8906951,2022-02-07T05:41:00Z,partially_laden,load,6.9,NA,NA
RUAZO,departure,273345600,8727939,2022-02-07T04:55:00Z,fully_laden,load,4,NA,NA
RUTMR,departure,273440170,9235684,2022-02-07T02:59:00Z,fully_laden,load,4.7,NA,NA
RUVYS,departure,240244000,9288693,2022-02-07T01:01:00Z,fully_laden,load,12.5,NA,NA
RUKZP,departure,273318520,9354636,2022-02-06T23:03:00Z,fully_laden,load,4.1,NA,NA
RUPRI,departure,636014353,9511387,2022-02-06T22:54:00Z,fully_laden,load,14,NA,NA
RUNVS,departure,538009175,9386536,2022-02-06T21:34:00Z,fully_laden,load,13.6,NA,NA
RUULU,departure,538009840,9318034,2022-02-06T19:55:00Z,partially_laden,load,9.8,NA,NA
RULED,departure,266457000,9739812,2022-02-06T19:36:00Z,fully_laden,load,8.9,NA,NA
RUNJK,departure,273430250,9262170,2022-02-06T18:57:00Z,fully_laden,load,6.8,NA,NA
RUKOZ,departure,538005006,9440538,2022-02-06T17:55:00Z,fully_laden,load,13.9,NA,NA
RUNVS,departure,636014194,9413573,2022-02-06T14:54:00Z,fully_laden,load,13.2,NA,NA
RUKZP,departure,273388150,9804239,2022-02-06T14:41:00Z,fully_laden,load,4.3,NA,NA
RUTAG,departure,273355380,9648221,2022-02-06T13:38:00Z,fully_laden,load,3.6,NA,NA
RUNVS,departure,273393650,9829071,2022-02-06T11:41:00Z,fully_laden,load,4.2,NA,NA
RUVVO,departure,273352560,9327334,2022-02-06T10:16:00Z,partially_laden,none,6.1,NA,NA
RUULU,departure,265013000,9818280,2022-02-06T09:54:00Z,fully_laden,load,8.1,NA,NA
RUDKA,departure,209595000,9301407,2022-02-06T08:27:00Z,fully_laden,none,14.3,NA,NA
RUTUA,departure,565975000,9263203,2022-02-06T08:26:00Z,partially_laden,load,10.1,NA,NA
RUMCX,departure,434114600,9592202,2022-02-06T07:55:00Z,fully_laden,none,4.4,NA,NA
RUTAM,departure,636018066,9725873,2022-02-06T05:52:00Z,fully_laden,none,10,NA,NA
RUKOZ,departure,636017407,9281011,2022-02-06T04:57:00Z,fully_laden,load,13.9,NA,NA
RUAZO,departure,273357420,9610262,2022-02-06T04:42:00Z,fully_laden,load,3.8,NA,NA
RUNVS,departure,636014278,9411185,2022-02-06T04:29:00Z,fully_laden,load,13,NA,NA
RUTUA,departure,477669300,9261657,2022-02-06T04:24:00Z,fully_laden,load,10.3,NA,NA
RUDKA,departure,209595000,9301407,2022-02-06T03:57:00Z,fully_laden,load,14.3,NA,NA
RUULU,departure,240480000,9297333,2022-02-06T03:50:00Z,fully_laden,load,15,NA,NA
RUKZP,departure,273313860,9417050,2022-02-06T02:47:00Z,fully_laden,none,3.7,NA,NA
RUVYP,departure,372431000,9747132,2022-02-06T02:39:00Z,partially_laden,load,9.9,NA,NA
RUTUA,departure,248480000,9464364,2022-02-06T01:43:00Z,fully_laden,load,10.5,NA,NA
RUAZO,departure,273433590,9328663,2022-02-06T01:27:00Z,fully_laden,load,3.9,NA,NA
RUAZO,departure,273275000,8230845,2022-02-06T01:24:00Z,fully_laden,load,4,NA,NA
RUULU,departure,636017653,9397535,2022-02-06T01:10:00Z,fully_laden,load,11.3,NA,NA
RUNVS,departure,271002613,9404950,2022-02-06T00:04:00Z,fully_laden,load,17,NA,NA
RUULU,departure,248292000,9728241,2022-02-05T23:26:00Z,fully_laden,load,14.5,NA,NA
RUNVS,departure,240657000,9345441,2022-02-05T22:48:00Z,fully_laden,load,12.8,NA,NA
RUTMR,departure,273354450,9640528,2022-02-05T22:32:00Z,partially_laden,none,3.4,NA,NA
RUPRI,departure,636018682,9826720,2022-02-05T22:09:00Z,fully_laden,load,14.3,NA,NA
RUULU,departure,258692000,9321677,2022-02-05T21:23:00Z,fully_laden,load,14.1,NA,NA
RUNVS,departure,249852000,9708772,2022-02-05T21:14:00Z,fully_laden,load,12.7,NA,NA
RUAZO,departure,273452590,9585912,2022-02-05T21:03:00Z,partially_laden,none,3.6,NA,NA
RUNVS,departure,636093001,9340128,2022-02-05T21:01:00Z,fully_laden,load,11.4,NA,NA
RUTAM,departure,226044000,9587829,2022-02-05T18:28:00Z,fully_laden,load,10,NA,NA
RUNVS,departure,219029411,9701554,2022-02-05T17:53:00Z,fully_laden,load,13.3,NA,NA
NA,departure,436000032,9323106,2022-02-05T17:40:00Z,fully_laden,load,6.5,NA,NA
RUPRI,departure,211881000,9352303,2022-02-05T17:18:00Z,fully_laden,load,10.1,NA,NA
RUVVO,departure,273350980,9038969,2022-02-05T17:03:00Z,partially_laden,load,6.6,NA,NA
RUKZP,departure,273322210,9687980,2022-02-05T16:48:00Z,fully_laden,load,4.1,NA,NA
RUSKA,departure,273352560,9327334,2022-02-05T16:15:00Z,partially_laden,none,6.1,NA,NA
RUNVS,departure,538002655,9315745,2022-02-05T16:11:00Z,fully_laden,load,11.2,NA,NA
RUULU,departure,636020423,9889136,2022-02-05T16:02:00Z,fully_laden,load,14.3,NA,NA
RUNVS,departure,248669000,9795127,2022-02-05T15:33:00Z,fully_laden,load,15.6,NA,NA
RUYEY,departure,273315050,9376608,2022-02-05T13:56:00Z,fully_laden,load,3.8,NA,NA
RUPRI,departure,218057000,9380477,2022-02-05T13:39:00Z,fully_laden,load,10.1,NA,NA
RUTAM,departure,538007270,9788954,2022-02-05T13:17:00Z,partially_laden,load,8.1,NA,NA
RUTAM,departure,248964000,9528031,2022-02-05T10:03:00Z,fully_laden,load,14,NA,NA
RUPKC,departure,273342530,8914855,2022-02-05T09:57:00Z,fully_laden,none,7.1,NA,NA
RUNVS,departure,229599000,9253246,2022-02-05T08:49:00Z,fully_laden,load,10.5,NA,NA
RUVVO,departure,273215290,9040077,2022-02-05T07:59:00Z,fully_laden,load,8.1,NA,NA
RUNVS,departure,215065000,9417311,2022-02-05T07:33:00Z,fully_laden,load,13.7,NA,NA
RUVNN,departure,273359970,9217321,2022-02-05T05:38:00Z,fully_laden,load,6.4,NA,NA
RUKOZ,departure,563030600,9810501,2022-02-05T05:00:00Z,fully_laden,load,13.8,NA,NA
RUVVO,departure,273218180,9183829,2022-02-05T04:56:00Z,partially_laden,none,7.7,NA,NA
RUKZP,departure,273351260,9612923,2022-02-05T04:37:00Z,fully_laden,load,4.1,NA,NA
RUVVO,departure,273218180,9183829,2022-02-05T04:03:00Z,partially_laden,load,7.7,NA,NA
RUAZO,departure,273333670,9645114,2022-02-05T03:57:00Z,fully_laden,load,3.9,NA,NA
RUNVS,departure,636016464,9321847,2022-02-05T03:36:00Z,fully_laden,load,12.6,NA,NA
RUNVS,departure,309686000,9378369,2022-02-04T23:25:00Z,fully_laden,load,15.4,NA,NA
RULED,departure,266433000,9818278,2022-02-04T23:14:00Z,fully_laden,load,8.8,NA,NA
RUPRI,departure,257861000,9305556,2022-02-04T22:53:00Z,fully_laden,load,14.3,NA,NA
RUPRI,departure,248952000,9332640,2022-02-04T22:02:00Z,fully_laden,load,13.8,NA,NA
RUAZO,departure,273352720,9593921,2022-02-04T22:01:00Z,partially_laden,load,3.5,NA,NA
RUNVS,departure,273337080,9655470,2022-02-04T20:48:00Z,fully_laden,load,4.1,NA,NA
RUAZO,departure,273445480,9313589,2022-02-04T20:46:00Z,fully_laden,load,3.6,NA,NA
RUAZO,departure,273433680,9300350,2022-02-04T20:40:00Z,fully_laden,load,3.7,NA,NA
RUAZO,departure,273356420,9598373,2022-02-04T19:52:00Z,fully_laden,load,3.8,NA,NA
RUTAM,departure,566030000,9431288,2022-02-04T18:13:00Z,fully_laden,load,10.3,NA,NA
RUROV,departure,273333670,9645114,2022-02-04T16:37:00Z,partially_laden,none,3.2,NA,NA
RUNVS,departure,240633000,9338917,2022-02-04T16:29:00Z,fully_laden,load,13.2,NA,NA
RUTUA,departure,636014489,9436719,2022-02-04T16:27:00Z,fully_laden,load,10.2,NA,NA
RUTMR,departure,273352260,9612909,2022-02-04T15:57:00Z,fully_laden,load,4.1,NA,NA
RUULU,departure,311037700,9375575,2022-02-04T14:26:00Z,partially_laden,load,10.1,NA,NA
RUULU,departure,309924000,9325908,2022-02-04T13:14:00Z,fully_laden,load,13.9,NA,NA
RUVYS,departure,212182000,9299862,2022-02-04T12:46:00Z,fully_laden,load,10.3,NA,NA
RUVVO,departure,273352560,9327334,2022-02-04T12:41:00Z,partially_laden,discharge,6.1,NA,NA
RULED,departure,273350170,8821761,2022-02-04T10:09:00Z,fully_laden,none,6.4,NA,NA
RUVYS,departure,538003816,9290828,2022-02-04T09:39:00Z,fully_laden,load,10.9,NA,NA
RUPRI,departure,240597000,9315795,2022-02-04T08:33:00Z,fully_laden,load,11,NA,NA
RUNVS,departure,273371330,9418509,2022-02-04T07:45:00Z,fully_laden,none,6.8,NA,NA
RUNVS,departure,319130700,9818216,2022-02-04T05:03:00Z,fully_laden,load,15.4,NA,NA
RUNJK,departure,273356270,9035838,2022-02-04T04:49:00Z,fully_laden,none,7.4,NA,NA
RUULU,departure,538007534,9314806,2022-02-04T03:49:00Z,fully_laden,load,10.6,NA,NA
RUTUA,departure,636091700,9420851,2022-02-04T03:39:00Z,fully_laden,load,10.2,NA,NA
RUAZO,departure,273352430,9626699,2022-02-04T03:30:00Z,fully_laden,load,3.7,NA,NA
RUTUA,departure,273353450,9640516,2022-02-04T03:01:00Z,fully_laden,none,4.2,NA,NA
RUTUA,departure,305485000,9306677,2022-02-04T02:39:00Z,fully_laden,load,11.3,NA,NA
RUNVS,departure,538004508,9446427,2022-02-04T00:55:00Z,fully_laden,load,12.6,NA,NA
RULED,departure,229388000,9260005,2022-02-03T20:20:00Z,fully_laden,load,10.8,NA,NA
NA,departure,436000393,9323091,2022-02-03T18:20:00Z,fully_laden,load,6.5,NA,NA
RUPRI,departure,636018959,9826902,2022-02-03T17:32:00Z,fully_laden,load,14.3,NA,NA
RUTUA,departure,273329070,9599353,2022-02-03T17:22:00Z,partially_laden,none,4,NA,NA
RUNVS,departure,538002073,9253258,2022-02-03T15:41:00Z,fully_laden,load,10.2,NA,NA
RUAZO,departure,273333670,9645114,2022-02-03T15:08:00Z,partially_laden,none,3.2,NA,NA
RUULU,departure,538006769,9726592,2022-02-03T13:44:00Z,fully_laden,load,14.6,NA,NA
RUYEY,departure,273342520,9421958,2022-02-03T13:23:00Z,fully_laden,load,3.8,NA,NA
RUVVO,departure,538008813,9282986,2022-02-03T10:40:00Z,partially_laden,none,9.5,NA,NA
RUVVO,departure,538008813,9282986,2022-02-03T09:39:00Z,partially_laden,load,9.1,NA,NA
RUDKA,departure,209225000,9301419,2022-02-03T08:29:00Z,fully_laden,none,14.3,NA,NA
RUTUA,departure,255806336,9290830,2022-02-03T07:52:00Z,fully_laden,load,10.1,NA,NA
RUROV,departure,273433680,9300350,2022-02-03T07:24:00Z,partially_laden,none,2.9,NA,NA
RUNVS,departure,241518000,9761372,2022-02-03T04:59:00Z,fully_laden,load,15.5,NA,NA
RUDKA,departure,209225000,9301419,2022-02-03T04:14:00Z,fully_laden,load,14.3,NA,NA
RUVYS,departure,230690000,9797802,2022-02-03T02:41:00Z,fully_laden,load,9.4,NA,NA
RUAZO,departure,273433790,9340881,2022-02-03T02:01:00Z,fully_laden,load,3.6,NA,NA
RUULU,departure,255806262,9851696,2022-02-03T01:57:00Z,fully_laden,load,9.9,NA,NA
RUPRI,departure,538005397,9686857,2022-02-03T00:55:00Z,fully_laden,load,11.4,NA,NA
RUVVO,departure,273326750,8906951,2022-02-02T23:40:00Z,fully_laden,load,7.1,NA,NA
RUKZP,departure,273355910,9560936,2022-02-02T23:38:00Z,fully_laden,none,4.7,NA,NA
RUPRI,departure,636012813,9305568,2022-02-02T23:24:00Z,fully_laden,load,14.3,NA,NA
RUBLT,departure,248359000,9400356,2022-02-02T21:31:00Z,fully_laden,none,6.9,NA,NA
RUPRI,departure,249997000,9779965,2022-02-02T21:12:00Z,fully_laden,load,14.3,NA,NA
RUSTY,departure,248359000,9400356,2022-02-02T20:16:00Z,fully_laden,load,6.9,NA,NA
RUNVS,departure,636015526,9358541,2022-02-02T18:37:00Z,fully_laden,load,13.2,NA,NA
RUAZO,departure,273356390,9645085,2022-02-02T15:40:00Z,fully_laden,load,3.9,NA,NA
RUKOZ,departure,356178000,9783930,2022-02-02T15:40:00Z,fully_laden,load,14.3,NA,NA
RUYEY,departure,273318810,9352705,2022-02-02T15:37:00Z,fully_laden,load,4.3,NA,NA
RUAZO,departure,273353720,9598385,2022-02-02T14:38:00Z,fully_laden,none,3.8,NA,NA
RUPRI,departure,538005404,9691735,2022-02-02T13:04:00Z,fully_laden,load,11.3,NA,NA
RUNVS,departure,636015560,9315185,2022-02-02T07:24:00Z,fully_laden,load,15,NA,NA
RUTMR,departure,273357390,9645073,2022-02-02T06:41:00Z,fully_laden,load,4.2,NA,NA
RUSKA,departure,273352560,9327334,2022-02-02T03:23:00Z,fully_laden,load,6.9,NA,NA
RUTMR,departure,273332580,9683726,2022-02-02T02:52:00Z,fully_laden,load,4.2,NA,NA
RUARH,departure,273357330,9585273,2022-02-02T01:45:00Z,fully_laden,none,8.8,NA,NA
